monthly_salary,city,city_living_cost_index,goal_type,goal_cost,timeline_years,income_growth_rate,monthly_living_cost,disposable_income,monthly_investment_required,investment_to_income_ratio,verdict
5842129,Jakarta Pusat,2,Retirement,1152000000,11,0.0849,7500000,0,14926598,1.0,red
5809921,Jakarta Utara,3,Emergency Fund,36000000,19,0.1019,6000000,0,398992,1.0,red
12068424,Jakarta Pusat,2,Wedding,80000000,5,0.1034,7500000,4568424,1701709,0.3725,yellow
10143084,Bandung,4,Wedding,80000000,29,0.0921,5000000,5143084,946238,0.184,green
27320157,Jakarta Selatan,1,Retirement,2088000000,23,0.056,8500000,18820157,23236745,1.2347,red
22918483,Makassar,10,Property,495000000,17,0.1116,4200000,18718483,2426471,0.1296,green
6464115,Makassar,10,Custom,198187391,23,0.1414,4200000,2264115,2205570,0.9741,red
28713222,Bali (Denpasar),8,Education,74426819,17,0.0791,6500000,22213222,364837,0.0164,green
11533363,Semarang,9,Education,55100403,4,0.119,3800000,7733363,1147925,0.1484,green
15181917,Makassar,10,Retirement,2088000000,24,0.0698,4200000,10981917,23381975,2.0,red
43989175,Jakarta Utara,3,Retirement,2376000000,29,0.0704,6000000,37989175,28103271,0.7398,red
19063893,Bali (Denpasar),8,Wedding,80000000,11,0.0798,6500000,12563893,1036569,0.0825,green
16737223,Surabaya,5,Property,1120000000,14,0.1149,5500000,11237223,6666667,0.5933,red
21519501,Makassar,10,Higher Education,120000000,4,0.0659,4200000,17319501,2500000,0.1443,green
17184558,Bandung,4,Education,270105476,5,0.0642,5000000,12184558,4501758,0.3695,yellow
25286941,Surabaya,5,Higher Education,120000000,5,0.0549,5500000,19786941,2000000,0.1011,green
12662228,Medan,7,Retirement,2880000000,6,0.0518,3500000,9162228,53603826,2.0,red
10513917,Medan,7,Education,198485155,19,0.0728,3500000,7013917,870549,0.1241,green
12157517,Bandung,4,Retirement,3000000000,19,0.1199,5000000,7157517,33249345,2.0,red
6756458,Bandung,4,Custom,150327504,4,0.1254,5000000,1756458,3806750,2.0,red
10367204,Jakarta Selatan,1,Retirement,1728000000,19,0.0685,8500000,1867204,19151623,2.0,red
5189482,Bali (Denpasar),8,Retirement,1116000000,12,0.113,6500000,0,13917887,1.0,red
21766122,Jakarta Selatan,1,Wedding,200000000,17,0.0684,8500000,13266122,2247077,0.1694,green
13219569,Surabaya,5,Emergency Fund,33000000,4,0.1064,5500000,7719569,835661,0.1083,green
16398879,Makassar,10,Custom,286444399,30,0.1093,4200000,12198879,3438878,0.2819,green
42350095,Jakarta Selatan,1,Education,105016564,3,0.0641,8500000,33850095,2917127,0.0862,green
54126690,Jakarta Utara,3,Emergency Fund,36000000,26,0.0502,6000000,48126690,410270,0.0085,green
5852312,Bali (Denpasar),8,Emergency Fund,39000000,10,0.1364,6500000,0,529391,1.0,red
6442010,Jakarta Pusat,2,Wedding,80000000,30,0.0856,7500000,0,960432,1.0,red
5846467,Jakarta Pusat,2,Emergency Fund,45000000,27,0.1314,7500000,0,518536,1.0,red
5311518,Jakarta Utara,3,Retirement,576000000,24,0.1452,6000000,0,6450200,1.0,red
22481421,Yogyakarta,6,Emergency Fund,24000000,8,0.1098,4000000,18481421,369364,0.02,green
5629679,Medan,7,Wedding,200000000,27,0.0814,3500000,2129679,2304603,1.0821,red
6771143,Surabaya,5,Wedding,30000000,11,0.1354,5500000,1271143,388713,0.3058,yellow
5764162,Medan,7,Higher Education,200000000,25,0.1143,3500000,2264162,666667,0.2944,green
15087468,Surabaya,5,Higher Education,200000000,12,0.0661,5500000,9587468,1388889,0.1449,green
14792822,Surabaya,5,Retirement,3480000000,23,0.0961,5500000,9292822,38727908,2.0,red
5554778,Jakarta Utara,3,Wedding,200000000,8,0.1268,6000000,0,3078032,1.0,red
15345797,Bandung,4,Education,175083414,20,0.0782,5000000,10345797,729514,0.0705,green
6429861,Jakarta Utara,3,Higher Education,200000000,9,0.1145,6000000,429861,1851852,2.0,red
49032765,Bali (Denpasar),8,Higher Education,80000000,11,0.0441,6500000,42532765,606061,0.0142,green
5368734,Medan,7,Retirement,2016000000,14,0.1081,3500000,1868734,23759179,2.0,red
20639714,Surabaya,5,Custom,309674004,5,0.1032,5500000,15139714,6587187,0.4351,yellow
6881951,Yogyakarta,6,Custom,445338837,12,0.0889,4000000,2881951,5553921,1.9271,red
15781316,Yogyakarta,6,Wedding,30000000,14,0.1089,4000000,11781316,353559,0.03,green
10123979,Jakarta Pusat,2,Custom,188953546,15,0.116,7500000,2623979,2182338,0.8317,red
23802955,Jakarta Selatan,1,Wedding,200000000,27,0.0747,8500000,15302955,2304603,0.1506,green
5378509,Surabaya,5,Education,298060479,23,0.1453,5500000,0,1079929,1.0,red
6576738,Medan,7,Emergency Fund,21000000,16,0.0901,3500000,3076738,238752,0.0776,green
5642815,Jakarta Utara,3,Higher Education,80000000,9,0.1226,6000000,0,740741,1.0,red
7506694,Yogyakarta,6,Retirement,1008000000,10,0.1377,4000000,3506694,13682715,2.0,red
19736209,Medan,7,Custom,110288690,17,0.0946,3500000,16236209,1239136,0.0763,green
7750420,Makassar,10,Retirement,2088000000,17,0.0879,4200000,3550420,23459482,2.0,red
5642900,Jakarta Selatan,1,Property,1512000000,17,0.1453,8500000,0,7411765,1.0,red
20345523,Yogyakarta,6,Property,450000000,26,0.0543,4000000,16345523,1442308,0.0882,green
6186440,Bali (Denpasar),8,Custom,319353958,11,0.1146,6500000,0,4137906,1.0,red
7826701,Surabaya,5,Property,576000000,29,0.146,5500000,2326701,1655172,0.7114,red
6090674,Bali (Denpasar),8,Higher Education,120000000,20,0.0878,6500000,0,500000,1.0,red
21654196,Yogyakarta,6,Higher Education,150000000,19,0.0651,4000000,17654196,657895,0.0373,green
22437727,Jakarta Selatan,1,Emergency Fund,51000000,18,0.1014,8500000,13937727,568230,0.0408,green
54371732,Semarang,9,Higher Education,150000000,19,0.0714,3800000,50571732,657895,0.013,green
6777322,Semarang,9,Emergency Fund,22800000,13,0.0886,3800000,2977322,275595,0.0926,green
5682265,Jakarta Pusat,2,Higher Education,200000000,20,0.0875,7500000,0,833333,1.0,red
11320090,Bali (Denpasar),8,Education,238947811,6,0.0772,6500000,4820090,3318720,0.6885,red
7590731,Yogyakarta,6,Wedding,200000000,24,0.1367,4000000,3590731,2239653,0.6237,red
24806235,Makassar,10,Higher Education,80000000,25,0.0904,4200000,20606235,266667,0.0129,green
6694457,Surabaya,5,Education,211226581,7,0.1413,5500000,1194457,2514602,2.0,red
6022649,Yogyakarta,6,Custom,337253788,13,0.0985,4000000,2022649,4076553,2.0,red
6670436,Jakarta Selatan,1,Custom,134051363,24,0.1214,8500000,0,1501143,1.0,red
5349337,Jakarta Selatan,1,Wedding,80000000,11,0.1076,8500000,0,1036569,1.0,red
19680980,Medan,7,Wedding,80000000,27,0.0761,3500000,16180980,921841,0.057,green
16834246,Jakarta Utara,3,Education,178145657,5,0.116,6000000,10834246,2969094,0.274,green
5611152,Bandung,4,Custom,281718273,23,0.1134,5000000,611152,3135161,2.0,red
15608918,Bandung,4,Wedding,30000000,14,0.1152,5000000,10608918,353559,0.0333,green
16540724,Jakarta Pusat,2,Property,1710000000,11,0.0891,7500000,9040724,12954545,1.4329,red
18693046,Yogyakarta,6,Property,360000000,3,0.1149,4000000,14693046,10000000,0.6806,red
28153977,Yogyakarta,6,Property,540000000,5,0.0352,4000000,24153977,9000000,0.3726,yellow
14088366,Jakarta Utara,3,Emergency Fund,36000000,22,0.0579,6000000,8088366,398899,0.0493,green
7617722,Jakarta Pusat,2,Higher Education,120000000,9,0.1195,7500000,117722,1111111,2.0,red
5124498,Bandung,4,Higher Education,150000000,11,0.1297,5000000,124498,1136364,2.0,red
6561712,Jakarta Pusat,2,Property,2660000000,14,0.0875,7500000,0,15833333,1.0,red
5435858,Bali (Denpasar),8,Education,114207894,14,0.1101,6500000,0,679809,1.0,red
17347421,Surabaya,5,Emergency Fund,33000000,28,0.09,5500000,11847421,385013,0.0325,green
22286610,Medan,7,Higher Education,120000000,10,0.0578,3500000,18786610,1000000,0.0532,green
24258909,Jakarta Pusat,2,Custom,149049424,25,0.1159,7500000,16758909,1682448,0.1004,green
24163444,Bali (Denpasar),8,Emergency Fund,39000000,18,0.1042,6500000,17663444,434528,0.0246,green
16964976,Jakarta Pusat,2,Emergency Fund,45000000,17,0.0693,7500000,9464976,505592,0.0534,green
7572981,Jakarta Selatan,1,Wedding,30000000,21,0.1326,8500000,0,331662,1.0,red
7222340,Medan,7,Property,324000000,25,0.0832,3500000,3722340,1080000,0.2901,green
21920209,Jakarta Utara,3,Education,233405457,27,0.1028,6000000,15920209,720387,0.0452,green
7939743,Jakarta Utara,3,Emergency Fund,36000000,20,0.1229,6000000,1939743,397995,0.2052,green
6804232,Bali (Denpasar),8,Property,990000000,27,0.1159,6500000,304232,3055556,2.0,red
7809697,Bandung,4,Higher Education,200000000,5,0.134,5000000,2809697,3333333,1.1864,red
5565105,Jakarta Pusat,2,Wedding,200000000,7,0.1451,7500000,0,3350239,1.0,red
13984142,Jakarta Pusat,2,Custom,157507113,18,0.0869,7500000,6484142,1754906,0.2706,green
6426965,Jakarta Utara,3,Custom,437968831,4,0.1251,6000000,426965,11090705,2.0,red
6284341,Medan,7,Property,810000000,13,0.1427,3500000,2784341,5192308,1.8648,red
19016240,Bali (Denpasar),8,Property,792000000,7,0.1157,6500000,12516240,9428571,0.7533,red
20188705,Makassar,10,Property,770000000,25,0.1044,4200000,15988705,2566667,0.1605,green
6443822,Jakarta Pusat,2,Education,99593135,7,0.1457,7500000,0,1185633,1.0,red
5510807,Yogyakarta,6,Custom,278673706,7,0.1088,4000000,1510807,4668118,2.0,red
18162702,Jakarta Selatan,1,Education,83696446,3,0.063,8500000,9662702,2324901,0.2406,green
14655971,Makassar,10,Property,594000000,7,0.0647,4200000,10455971,7071429,0.6763,red
11623400,Jakarta Utara,3,Property,3360000000,12,0.0733,6000000,5623400,23333333,2.0,red
31026799,Jakarta Selatan,1,Emergency Fund,51000000,9,0.0366,8500000,22526799,732572,0.0325,green
10454398,Jakarta Selatan,1,Retirement,1368000000,17,0.0692,8500000,1954398,15370005,2.0,red
18446899,Jakarta Utara,3,Custom,125285621,28,0.0801,6000000,12446899,1461714,0.1174,green
20531458,Bali (Denpasar),8,Wedding,30000000,3,0.101,6500000,14031458,964688,0.0688,green
23559725,Bandung,4,Education,252447132,8,0.0888,5000000,18559725,2629658,0.1417,green
7216334,Bandung,4,Higher Education,80000000,12,0.0907,5000000,2216334,555556,0.2507,green
40502799,Bali (Denpasar),8,Retirement,1116000000,16,0.0538,6500000,34002799,12687959,0.3731,yellow
20304287,Jakarta Utara,3,Higher Education,80000000,12,0.0763,6000000,14304287,555556,0.0388,green
27251173,Jakarta Utara,3,Retirement,2160000000,26,0.0616,6000000,21251173,24616196,1.1583,red
13704448,Yogyakarta,6,Higher Education,120000000,5,0.0589,4000000,9704448,2000000,0.2061,green
5874153,Bandung,4,Retirement,3000000000,8,0.143,5000000,874153,46170483,2.0,red
13841326,Semarang,9,Retirement,4080000000,18,0.0833,3800000,10041326,45458363,2.0,red
7392552,Bali (Denpasar),8,Retirement,1872000000,15,0.0813,6500000,892552,21620853,2.0,red
17702469,Surabaya,5,Custom,270138433,16,0.0666,5500000,12202469,3071241,0.2517,green
6603157,Bali (Denpasar),8,Custom,161841085,30,0.1081,6500000,103157,1942966,2.0,red
7421576,Makassar,10,Retirement,1584000000,22,0.097,4200000,3221576,17551564,2.0,red
17603952,Jakarta Utara,3,Property,1008000000,13,0.0732,6000000,11603952,6461538,0.5568,red
24359704,Makassar,10,Education,219366692,9,0.0702,4200000,20159704,2031173,0.1008,green
15716508,Surabaya,5,Emergency Fund,33000000,6,0.1067,5500000,10216508,614211,0.0601,green
14168004,Bandung,4,Wedding,80000000,7,0.0556,5000000,9168004,1340096,0.1462,green
11321899,Makassar,10,Wedding,80000000,14,0.1089,4200000,7121899,942825,0.1324,green
19397285,Jakarta Pusat,2,Higher Education,150000000,20,0.0858,7500000,11897285,625000,0.0525,green
16672082,Yogyakarta,6,Wedding,30000000,5,0.1132,4000000,12672082,638141,0.0504,green
28447312,Bandung,4,Wedding,200000000,10,0.0696,5000000,23447312,2714824,0.1158,green
5538501,Makassar,10,Higher Education,80000000,9,0.1145,4200000,1338501,740741,0.5534,red
5794599,Yogyakarta,6,Property,450000000,22,0.1299,4000000,1794599,1704545,0.9498,red
17395273,Jakarta Selatan,1,Wedding,80000000,20,0.1163,8500000,8895273,884433,0.0994,green
17483092,Surabaya,5,Retirement,2232000000,21,0.08,5500000,11983092,24675669,2.0,red
6013132,Bali (Denpasar),8,Custom,394602932,13,0.1038,6500000,0,4769761,1.0,red
12066444,Surabaya,5,Emergency Fund,33000000,23,0.0648,5500000,6566444,367247,0.0559,green
20429112,Bandung,4,Retirement,2760000000,28,0.0986,5000000,15429112,32201061,2.0,red
6812616,Jakarta Selatan,1,Higher Education,200000000,21,0.1027,8500000,0,793651,1.0,red
6043214,Medan,7,Emergency Fund,21000000,23,0.0941,3500000,2543214,233703,0.0919,green
22532292,Yogyakarta,6,Property,360000000,9,0.1098,4000000,18532292,3333333,0.1799,green
16288739,Bali (Denpasar),8,Emergency Fund,39000000,21,0.0535,6500000,9788739,431161,0.044,green
22135490,Surabaya,5,Emergency Fund,33000000,18,0.1054,5500000,16635490,367678,0.0221,green
22943189,Bali (Denpasar),8,Custom,161009793,13,0.1112,6500000,16443189,1946205,0.1184,green
23839347,Bandung,4,Retirement,2760000000,9,0.0521,5000000,18839347,39645054,2.0,red
6604618,Bandung,4,Retirement,1944000000,20,0.1415,5000000,1604618,21491711,2.0,red
24236687,Surabaya,5,Property,1120000000,24,0.1004,5500000,18736687,3888889,0.2076,green
7292733,Yogyakarta,6,Custom,60156363,12,0.1122,4000000,3292733,750224,0.2278,green
7524547,Jakarta Selatan,1,Property,1890000000,19,0.1018,8500000,0,8289474,1.0,red
12982428,Yogyakarta,6,Higher Education,80000000,22,0.0561,4000000,8982428,303030,0.0337,green
11655914,Jakarta Utara,3,Higher Education,120000000,8,0.1039,6000000,5655914,1250000,0.221,green
23865315,Medan,7,Property,1080000000,27,0.0931,3500000,20365315,3333333,0.1637,green
14281079,Makassar,10,Wedding,200000000,9,0.0542,4200000,10081079,2872830,0.285,green
6984960,Yogyakarta,6,Wedding,80000000,22,0.1008,4000000,2984960,886443,0.297,green
5002718,Yogyakarta,6,Higher Education,200000000,25,0.0873,4000000,1002718,666667,0.6649,red
25499694,Semarang,9,Education,130798516,22,0.0581,3800000,21699694,495449,0.0228,green
23313437,Yogyakarta,6,Retirement,864000000,23,0.0602,4000000,19313437,9615205,0.4979,yellow
7970527,Jakarta Pusat,2,Wedding,80000000,6,0.1279,7500000,470527,1488995,2.0,red
22197732,Semarang,9,Wedding,200000000,15,0.1001,3800000,18397732,2309920,0.1256,green
6395106,Bali (Denpasar),8,Property,792000000,8,0.0885,6500000,0,8250000,1.0,red
19682672,Medan,7,Property,405000000,28,0.1116,3500000,16182672,1205357,0.0745,green
5873670,Makassar,10,Retirement,1044000000,16,0.0805,4200000,1673670,11869381,2.0,red
5299179,Bali (Denpasar),8,Emergency Fund,39000000,26,0.1246,6500000,0,444459,1.0,red
12539978,Surabaya,5,Higher Education,120000000,13,0.0909,5500000,7039978,769231,0.1093,green
32515729,Surabaya,5,Higher Education,200000000,16,0.0348,5500000,27015729,1041667,0.0386,green
38228892,Yogyakarta,6,Higher Education,120000000,3,0.039,4000000,34228892,3333333,0.0974,green
5480927,Jakarta Pusat,2,Property,1368000000,22,0.1289,7500000,0,5181818,1.0,red
20804844,Jakarta Selatan,1,Emergency Fund,51000000,12,0.0652,8500000,12304844,636032,0.0517,green
24491498,Yogyakarta,6,Emergency Fund,24000000,15,0.0552,4000000,20491498,277190,0.0135,green
28306185,Surabaya,5,Education,69568620,22,0.0479,5500000,22806185,263518,0.0116,green
7534128,Jakarta Selatan,1,Property,2268000000,11,0.1109,8500000,0,17181818,1.0,red
6779468,Jakarta Utara,3,Custom,206585900,14,0.0947,6000000,779468,2434678,2.0,red
5132277,Surabaya,5,Higher Education,120000000,12,0.0902,5500000,0,833333,1.0,red
11470081,Jakarta Selatan,1,Education,127495034,4,0.1162,8500000,2970081,2656147,0.8943,red
6927596,Bandung,4,Wedding,80000000,28,0.1153,5000000,1927596,933364,0.4842,yellow
11084076,Surabaya,5,Retirement,1872000000,3,0.0963,5500000,5584076,60196500,2.0,red
22648931,Jakarta Selatan,1,Education,267949443,25,0.1077,8500000,14148931,893165,0.0631,green
5154003,Yogyakarta,6,Education,89425905,12,0.1036,4000000,1154003,621013,0.5381,red
7858731,Yogyakarta,6,Retirement,1944000000,28,0.1036,4000000,3858731,22680747,2.0,red
12709824,Yogyakarta,6,Wedding,80000000,10,0.0819,4000000,8709824,1085930,0.1247,green
7180591,Yogyakarta,6,Higher Education,120000000,28,0.0984,4000000,3180591,357143,0.1123,green
5165113,Semarang,9,Wedding,30000000,9,0.1164,3800000,1365113,430925,0.3157,yellow
21609042,Jakarta Pusat,2,Emergency Fund,45000000,28,0.0516,7500000,14109042,525017,0.0372,green
7577567,Bali (Denpasar),8,Custom,96967156,3,0.1083,6500000,1077567,3118100,2.0,red
49722907,Yogyakarta,6,Custom,240383985,17,0.0383,4000000,45722907,2700806,0.0591,green
23767711,Surabaya,5,Retirement,2376000000,18,0.0771,5500000,18267711,26472812,1.4492,red
26665412,Bali (Denpasar),8,Wedding,80000000,4,0.0379,6500000,20165412,2025844,0.1005,green
14292713,Jakarta Utara,3,Higher Education,80000000,12,0.1061,6000000,8292713,555556,0.067,green
10324405,Bali (Denpasar),8,Education,73366984,25,0.0635,6500000,3824405,244557,0.0639,green
7016789,Bali (Denpasar),8,Wedding,80000000,23,0.1383,6500000,516789,890297,1.7227,red
17669470,Makassar,10,Education,143344640,23,0.0989,4200000,13469470,519365,0.0386,green
6925027,Jakarta Pusat,2,Property,1710000000,29,0.0989,7500000,0,4913793,1.0,red
6800759,Jakarta Selatan,1,Wedding,80000000,3,0.1321,8500000,0,2572500,1.0,red
21739773,Jakarta Utara,3,Retirement,3240000000,28,0.0861,6000000,15739773,37801245,2.0,red
16374929,Jakarta Pusat,2,Higher Education,150000000,9,0.1164,7500000,8874929,1388889,0.1565,green
14885610,Jakarta Selatan,1,Higher Education,200000000,30,0.0552,8500000,6385610,555556,0.087,green
16758737,Jakarta Pusat,2,Custom,222395645,28,0.0789,7500000,9258737,2594701,0.2802,green
5328200,Jakarta Utara,3,Education,241794832,28,0.1075,6000000,0,719627,1.0,red
13464125,Bandung,4,Property,980000000,3,0.058,5000000,8464125,27222222,2.0,red
6519109,Bali (Denpasar),8,Wedding,80000000,18,0.136,6500000,19109,891340,2.0,red
6352711,Makassar,10,Higher Education,120000000,24,0.115,4200000,2152711,416667,0.1936,green
34021433,Bali (Denpasar),8,Education,174712756,23,0.0373,6500000,27521433,633017,0.023,green
11103719,Semarang,9,Higher Education,80000000,12,0.1003,3800000,7303719,555556,0.0761,green
21039031,Surabaya,5,Property,864000000,18,0.1176,5500000,15539031,4000000,0.2574,green
5415136,Jakarta Utara,3,Higher Education,80000000,8,0.1389,6000000,0,833333,1.0,red
20898786,Surabaya,5,Retirement,1584000000,6,0.0935,5500000,15398786,29482104,1.9146,red
17765180,Surabaya,5,Education,137290097,16,0.0686,5500000,12265180,715053,0.0583,green
5108112,Medan,7,Education,76620441,5,0.1389,3500000,1608112,1277007,0.7941,red
18628124,Yogyakarta,6,Education,69913960,19,0.0689,4000000,14628124,306640,0.021,green
6726561,Semarang,9,Property,1020000000,11,0.0801,3800000,2926561,7727273,2.0,red
15331081,Bali (Denpasar),8,Higher Education,80000000,22,0.0944,6500000,8831081,303030,0.0343,green
6430513,Jakarta Selatan,1,Property,1512000000,26,0.1037,8500000,0,4846154,1.0,red
16972747,Bali (Denpasar),8,Emergency Fund,39000000,23,0.068,6500000,10472747,434020,0.0414,green
11598392,Surabaya,5,Education,157912714,27,0.0775,5500000,6098392,487385,0.0799,green
21525999,Bandung,4,Property,504000000,11,0.0953,5000000,16525999,3818182,0.231,green
18768647,Semarang,9,Higher Education,200000000,3,0.086,3800000,14968647,5555556,0.3711,yellow
36460420,Jakarta Utara,3,Higher Education,80000000,26,0.0765,6000000,30460420,256410,0.0084,green
7027435,Bandung,4,Retirement,1512000000,15,0.11,5000000,2027435,17462997,2.0,red
43675641,Bandung,4,Education,112963341,29,0.0631,5000000,38675641,324607,0.0084,green
7633414,Medan,7,Retirement,1296000000,6,0.1217,3500000,4133414,24121722,2.0,red
20823308,Surabaya,5,Custom,272294231,22,0.0975,5500000,15323308,3017165,0.1969,green
45120432,Semarang,9,Education,152336230,9,0.0686,3800000,41320432,1410521,0.0341,green
19054481,Yogyakarta,6,Higher Education,80000000,3,0.0583,4000000,15054481,2222222,0.1476,green
15377614,Jakarta Utara,3,Higher Education,200000000,12,0.1051,6000000,9377614,1388889,0.1481,green
11730998,Jakarta Selatan,1,Property,1890000000,21,0.1071,8500000,3230998,7500000,2.0,red
